Date,Rank,Title,Type,Netflix Release Date,Days In Top 10
9/15/2020,3,Cobra Kai,TV Show,28-Aug-20,18
9/15/2020,4,The Social Dilemma,Movie,9-Sep-20,5
9/15/2020,5,Get Organized with The Home…,TV Show,9-Sep-20,6
9/15/2020,6,The Babysitter: Killer Queen,Movie,10-Sep-20,5
9/15/2020,7,Cuties,Movie,9-Sep-20,4
9/15/2020,8,Girlfriends,TV Show,11-Sep-20,4
9/15/2020,9,Cocomelon,TV Show,1-Jun-20,14
9/15/2020,10,Julie and the Phantoms,TV Show,10-Sep-20,4
9/16/2020,1,Away,TV Show,4-Sep-20,12
9/16/2020,2,Cobra Kai,TV Show,28-Aug-20,19
9/16/2020,3,Pets United,Movie,11-Sep-20,5
9/16/2020,4,The Social Dilemma,Movie,9-Sep-20,6
9/16/2020,5,Get Organized with The Home…,TV Show,9-Sep-20,7
9/16/2020,6,The Babysitter: Killer Queen,Movie,10-Sep-20,6
9/16/2020,7,Cuties,Movie,9-Sep-20,5
9/16/2020,8,Ancient Aliens,TV Show,17-Sep-19,1
9/16/2020,9,Cocomelon,TV Show,1-Jun-20,15
9/16/2020,10,How to Train Your Dragon 2,Movie,11-Sep-20,1
9/17/2020,1,The Devil All the Time,Movie,16-Sep-20,1
9/17/2020,2,Away,TV Show,4-Sep-20,13
9/17/2020,3,Cobra Kai,TV Show,28-Aug-20,20
9/17/2020,4,The Social Dilemma,Movie,9-Sep-20,7
9/17/2020,5,Pets United,Movie,11-Sep-20,6
9/17/2020,6,The Smurfs 2,Movie,15-Sep-20,1
9/17/2020,7,Challenger: The Final Flight,TV Show,16-Sep-20,1
9/17/2020,8,Get Organized with The Home…,TV Show,9-Sep-20,8
9/17/2020,9,The Paramedic,Movie,16-Sep-20,1
9/17/2020,10,Ancient Aliens,TV Show,17-Sep-19,2
9/18/2020,1,The Devil All the Time,Movie,16-Sep-20,2
9/18/2020,2,Away,TV Show,4-Sep-20,14
9/18/2020,3,The Smurfs 2,Movie,15-Sep-20,2
9/18/2020,4,Challenger: The Final Flight,TV Show,16-Sep-20,2
9/18/2020,5,Cobra Kai,TV Show,28-Aug-20,21
9/18/2020,6,The Social Dilemma,Movie,9-Sep-20,8
9/18/2020,7,The Paramedic,Movie,16-Sep-20,2
9/18/2020,8,Pets United,Movie,11-Sep-20,7
9/18/2020,9,Get Organized with The Home…,TV Show,9-Sep-20,9
9/18/2020,10,The Take,Movie,16-Sep-20,1
9/19/2020,1,Ratched,TV Show,18-Sep-20,1
9/19/2020,2,Jurassic World: Camp Cretac…,TV Show,18-Sep-20,1
9/19/2020,3,The Smurfs 2,Movie,15-Sep-20,3
9/19/2020,4,The Devil All the Time,Movie,16-Sep-20,3
9/19/2020,5,The Take,Movie,16-Sep-20,2
9/19/2020,6,Away,TV Show,4-Sep-20,15
9/19/2020,7,Cobra Kai,TV Show,28-Aug-20,22
9/19/2020,8,Challenger: The Final Flight,TV Show,16-Sep-20,3
9/19/2020,9,The Social Dilemma,Movie,9-Sep-20,9
9/19/2020,10,Pets United,Movie,11-Sep-20,8
9/20/2020,1,Ratched,TV Show,18-Sep-20,2
9/20/2020,2,Jurassic World: Camp Cretac…,TV Show,18-Sep-20,2
9/20/2020,3,The Take,Movie,16-Sep-20,3
9/20/2020,4,The Smurfs 2,Movie,15-Sep-20,4
9/20/2020,5,The Devil All the Time,Movie,16-Sep-20,4
9/20/2020,6,Away,TV Show,4-Sep-20,16
9/20/2020,7,The Social Dilemma,Movie,9-Sep-20,10
9/20/2020,8,Cobra Kai,TV Show,28-Aug-20,23
9/20/2020,9,Challenger: The Final Flight,TV Show,16-Sep-20,4
9/20/2020,10,Pets United,Movie,11-Sep-20,9
9/21/2020,1,Ratched,TV Show,18-Sep-20,3
9/21/2020,2,The Take,Movie,16-Sep-20,4
9/21/2020,3,Jurassic World: Camp Cretac…,TV Show,18-Sep-20,3
9/21/2020,4,The Smurfs 2,Movie,15-Sep-20,5
9/21/2020,5,The Devil All the Time,Movie,16-Sep-20,5
9/21/2020,6,Cobra Kai,TV Show,28-Aug-20,24
9/21/2020,7,The Social Dilemma,Movie,9-Sep-20,11
9/21/2020,8,Away,TV Show,4-Sep-20,17
9/21/2020,9,Challenger: The Final Flight,TV Show,16-Sep-20,5
9/21/2020,10,The Blacklist,TV Show,15-Sep-14,1
9/22/2020,1,Ratched,TV Show,18-Sep-20,4
9/22/2020,2,Jurassic World: Camp Cretac…,TV Show,18-Sep-20,4
9/22/2020,3,The Take,Movie,16-Sep-20,5
9/22/2020,4,The Smurfs 2,Movie,15-Sep-20,6
9/22/2020,5,Cobra Kai,TV Show,28-Aug-20,25
9/22/2020,6,The Devil All the Time,Movie,16-Sep-20,6
9/22/2020,7,Away,TV Show,4-Sep-20,18
9/22/2020,8,The Blacklist,TV Show,15-Sep-14,2
9/22/2020,9,The Social Dilemma,Movie,9-Sep-20,12
9/22/2020,10,The American Barbecue Showdown,TV Show,18-Sep-20,1
9/23/2020,1,Ratched,TV Show,18-Sep-20,5
9/23/2020,2,Jurassic World: Camp Cretac…,TV Show,18-Sep-20,5
9/23/2020,3,The Take,Movie,16-Sep-20,6
9/23/2020,4,The Smurfs 2,Movie,15-Sep-20,7
9/23/2020,5,Cobra Kai,TV Show,28-Aug-20,26
9/23/2020,6,The Blacklist,TV Show,15-Sep-14,3
9/23/2020,7,The American Barbecue Showdown,TV Show,18-Sep-20,2
9/23/2020,8,Away,TV Show,4-Sep-20,19
9/23/2020,9,The Social Dilemma,Movie,9-Sep-20,13
9/23/2020,10,The Devil All the Time,Movie,16-Sep-20,7
9/24/2020,1,Ratched,TV Show,18-Sep-20,6
9/24/2020,2,Enola Holmes,Movie,23-Sep-20,1
9/24/2020,3,Jurassic World: Camp Cretac…,TV Show,18-Sep-20,6
9/24/2020,4,The Take,Movie,16-Sep-20,7
9/24/2020,5,The Smurfs 2,Movie,15-Sep-20,8
9/24/2020,6,The Blacklist,TV Show,15-Sep-14,4
9/24/2020,7,Cobra Kai,TV Show,28-Aug-20,27
9/24/2020,8,The American Barbecue Showdown,TV Show,18-Sep-20,3
9/24/2020,9,Away,TV Show,4-Sep-20,20
9/24/2020,10,Cocomelon,TV Show,1-Jun-20,16
9/25/2020,1,Ratched,TV Show,18-Sep-20,7
9/25/2020,2,Enola Holmes,Movie,23-Sep-20,2
9/25/2020,3,Real Steel,Movie,24-Sep-20,1
9/25/2020,4,Jurassic World: Camp Cretac…,TV Show,18-Sep-20,7
9/25/2020,5,The Smurfs 2,Movie,15-Sep-20,9
9/25/2020,6,The Take,Movie,16-Sep-20,8
9/25/2020,7,The Blacklist,TV Show,15-Sep-14,5
9/25/2020,8,Cobra Kai,TV Show,28-Aug-20,28
9/25/2020,9,The American Barbecue Showdown,TV Show,18-Sep-20,4
9/25/2020,10,Cocomelon,TV Show,1-Jun-20,17
9/26/2020,1,Enola Holmes,Movie,23-Sep-20,3
9/26/2020,2,Ratched,TV Show,18-Sep-20,8
9/26/2020,3,Real Steel,Movie,24-Sep-20,2
9/26/2020,4,Jurassic World: Camp Cretac…,TV Show,18-Sep-20,8
9/26/2020,5,The Smurfs 2,Movie,15-Sep-20,10
9/26/2020,6,The Take,Movie,16-Sep-20,9
9/26/2020,7,The Great British Baking Show,TV Show,3-Oct-15,1
9/26/2020,8,The Blacklist,TV Show,15-Sep-14,6
9/26/2020,9,Cocomelon,TV Show,1-Jun-20,18
9/26/2020,10,Cobra Kai,TV Show,28-Aug-20,29
9/27/2020,1,Enola Holmes,Movie,23-Sep-20,4
9/27/2020,2,Ratched,TV Show,18-Sep-20,9
9/27/2020,3,Real Steel,Movie,24-Sep-20,3
9/27/2020,4,Jurassic World: Camp Cretac…,TV Show,18-Sep-20,9
9/27/2020,5,The Take,Movie,16-Sep-20,10
9/27/2020,6,The Smurfs 2,Movie,15-Sep-20,11
9/27/2020,7,The Good Place,TV Show,21-Aug-17,1
9/27/2020,8,Cobra Kai,TV Show,28-Aug-20,30
9/27/2020,9,Cocomelon,TV Show,1-Jun-20,19
9/27/2020,10,Sneakerheads,TV Show,25-Sep-20,1
9/28/2020,1,Ratched,TV Show,18-Sep-20,10
9/28/2020,2,Enola Holmes,Movie,23-Sep-20,5
9/28/2020,3,Real Steel,Movie,24-Sep-20,4
9/28/2020,4,The Good Place,TV Show,21-Aug-17,2
9/28/2020,5,Jurassic World: Camp Cretac…,TV Show,18-Sep-20,10
9/28/2020,6,Bad Teacher,Movie,27-Sep-20,1
9/28/2020,7,Sneakerheads,TV Show,25-Sep-20,2
9/28/2020,8,The Take,Movie,16-Sep-20,11
9/28/2020,9,The Smurfs 2,Movie,15-Sep-20,12
9/28/2020,10,Cobra Kai,TV Show,28-Aug-20,31
9/29/2020,1,Ratched,TV Show,18-Sep-20,11
9/29/2020,2,Enola Holmes,Movie,23-Sep-20,6
9/29/2020,3,Real Steel,Movie,24-Sep-20,5
9/29/2020,4,Bad Teacher,Movie,27-Sep-20,2
9/29/2020,5,The Good Place,TV Show,21-Aug-17,3
9/29/2020,6,Jurassic World: Camp Cretac…,TV Show,18-Sep-20,11
9/29/2020,7,Sneakerheads,TV Show,25-Sep-20,3
9/29/2020,8,Cocomelon,TV Show,1-Jun-20,20
9/29/2020,9,Cobra Kai,TV Show,28-Aug-20,32
9/29/2020,10,The Blacklist,TV Show,15-Sep-14,7
9/30/2020,1,Ratched,TV Show,18-Sep-20,12
9/30/2020,2,Bad Teacher,Movie,27-Sep-20,3
9/30/2020,3,Enola Holmes,Movie,23-Sep-20,7
9/30/2020,4,Real Steel,Movie,24-Sep-20,6
9/30/2020,5,The Good Place,TV Show,21-Aug-17,4
9/30/2020,6,Jurassic World: Camp Cretac…,TV Show,18-Sep-20,12
9/30/2020,7,Cocomelon,TV Show,1-Jun-20,21
9/30/2020,8,Sneakerheads,TV Show,25-Sep-20,4
9/30/2020,9,The Blacklist,TV Show,15-Sep-14,8
9/30/2020,10,Cobra Kai,TV Show,28-Aug-20,33
10/1/2020,1,American Murder: The Family…,Movie,30-Sep-20,1
10/1/2020,2,Ratched,TV Show,18-Sep-20,13
10/1/2020,3,Bad Teacher,Movie,27-Sep-20,4
10/1/2020,4,Enola Holmes,Movie,23-Sep-20,8
10/1/2020,5,The Good Place,TV Show,21-Aug-17,5
10/1/2020,6,Real Steel,Movie,24-Sep-20,7
10/1/2020,7,Welcome to Sudden Death,Movie,29-Sep-20,1
10/1/2020,8,Cocomelon,TV Show,1-Jun-20,22
10/1/2020,9,Jurassic World: Camp Cretac…,TV Show,18-Sep-20,13
10/1/2020,10,Wentworth,TV Show,8-Nov-14,1
10/2/2020,1,American Murder: The Family…,Movie,30-Sep-20,2
10/2/2020,2,Ratched,TV Show,18-Sep-20,14
10/2/2020,3,The Outpost,Movie,1-Oct-20,1
10/2/2020,4,Enola Holmes,Movie,23-Sep-20,9
10/2/2020,5,The Good Place,TV Show,21-Aug-17,6
10/2/2020,6,Welcome to Sudden Death,Movie,29-Sep-20,2
10/2/2020,7,Wentworth,TV Show,8-Nov-14,2
10/2/2020,8,Bad Teacher,Movie,27-Sep-20,5
10/2/2020,9,Yogi Bear,Movie,1-Oct-20,1
10/2/2020,10,Cocomelon,TV Show,1-Jun-20,23
10/3/2020,1,American Murder: The Family…,Movie,30-Sep-20,3
10/3/2020,2,Ratched,TV Show,18-Sep-20,15
10/3/2020,3,The Outpost,Movie,1-Oct-20,2
10/3/2020,4,Emily in Paris,TV Show,2-Oct-20,1
10/3/2020,5,Enola Holmes,Movie,23-Sep-20,10
10/3/2020,6,Welcome to Sudden Death,Movie,29-Sep-20,3
10/3/2020,7,The Great British Baking Show,TV Show,3-Oct-15,2
10/3/2020,8,Wentworth,TV Show,8-Nov-14,3
10/3/2020,9,The Good Place,TV Show,21-Aug-17,7
10/3/2020,10,Cocomelon,TV Show,1-Jun-20,24
10/4/2020,1,American Murder: The Family…,Movie,30-Sep-20,4
10/4/2020,2,Emily in Paris,TV Show,2-Oct-20,2
10/4/2020,3,Ratched,TV Show,18-Sep-20,16
10/4/2020,4,The Outpost,Movie,1-Oct-20,3
10/4/2020,5,Schitt's Creek,TV Show,24-Jan-17,1
10/4/2020,6,Enola Holmes,Movie,23-Sep-20,11
10/4/2020,7,Welcome to Sudden Death,Movie,29-Sep-20,4
10/4/2020,8,Wentworth,TV Show,8-Nov-14,4
10/4/2020,9,Yogi Bear,Movie,1-Oct-20,2
10/4/2020,10,Cocomelon,TV Show,1-Jun-20,25
10/5/2020,1,American Murder: The Family…,Movie,30-Sep-20,5
10/5/2020,2,Emily in Paris,TV Show,2-Oct-20,3
10/5/2020,3,Schitt's Creek,TV Show,24-Jan-17,2
10/5/2020,4,Ratched,TV Show,18-Sep-20,17
10/5/2020,5,Evil,TV Show,1-Oct-20,1
10/5/2020,6,The Outpost,Movie,1-Oct-20,4
10/5/2020,7,Enola Holmes,Movie,23-Sep-20,12
10/5/2020,8,Yogi Bear,Movie,1-Oct-20,3
10/5/2020,9,Welcome to Sudden Death,Movie,29-Sep-20,5
10/5/2020,10,Cocomelon,TV Show,1-Jun-20,26
10/6/2020,1,American Murder: The Family…,Movie,30-Sep-20,6
10/6/2020,2,Emily in Paris,TV Show,2-Oct-20,4
10/6/2020,3,Schitt's Creek,TV Show,24-Jan-17,3
10/6/2020,4,Ratched,TV Show,18-Sep-20,18
10/6/2020,5,Evil,TV Show,1-Oct-20,2
10/6/2020,6,Big Daddy,Movie,1-Oct-20,1
10/6/2020,7,The Outpost,Movie,1-Oct-20,5
10/6/2020,8,Colombiana,Movie,4-Oct-20,1
10/6/2020,9,Cocomelon,TV Show,1-Jun-20,27
10/6/2020,10,Yogi Bear,Movie,1-Oct-20,4
10/7/2020,1,American Murder: The Family…,Movie,30-Sep-20,7
10/7/2020,2,Emily in Paris,TV Show,2-Oct-20,5
10/7/2020,3,Schitt's Creek,TV Show,24-Jan-17,4
10/7/2020,4,Evil,TV Show,1-Oct-20,3
10/7/2020,5,Ratched,TV Show,18-Sep-20,19
10/7/2020,6,American Pie Presents: Girl…,Movie,6-Oct-20,1
10/7/2020,7,Big Daddy,Movie,1-Oct-20,2
10/7/2020,8,Colombiana,Movie,4-Oct-20,2
10/7/2020,9,The Outpost,Movie,1-Oct-20,6
10/7/2020,10,Cocomelon,TV Show,1-Jun-20,28
10/8/2020,1,Hubie Halloween,Movie,7-Oct-20,1
10/8/2020,2,American Murder: The Family…,Movie,30-Sep-20,8
10/8/2020,3,Emily in Paris,TV Show,2-Oct-20,6
10/8/2020,4,Schitt's Creek,TV Show,24-Jan-17,5
10/8/2020,5,American Pie Presents: Girl…,Movie,6-Oct-20,2
10/8/2020,6,Evil,TV Show,1-Oct-20,4
10/8/2020,7,Ratched,TV Show,18-Sep-20,20
10/8/2020,8,Cocomelon,TV Show,1-Jun-20,29
10/8/2020,9,Colombiana,Movie,4-Oct-20,3
10/8/2020,10,Big Daddy,Movie,1-Oct-20,3
10/9/2020,1,Hubie Halloween,Movie,7-Oct-20,2
10/9/2020,2,American Murder: The Family…,Movie,30-Sep-20,9
10/9/2020,3,Emily in Paris,TV Show,2-Oct-20,7
10/9/2020,4,Schitt's Creek,TV Show,24-Jan-17,6
10/9/2020,5,American Pie Presents: Girl…,Movie,6-Oct-20,3
10/9/2020,6,The 100,TV Show,22-Oct-14,1
10/9/2020,7,Evil,TV Show,1-Oct-20,5
10/9/2020,8,Ratched,TV Show,18-Sep-20,21
10/9/2020,9,Cocomelon,TV Show,1-Jun-20,30
10/9/2020,10,Colombiana,Movie,4-Oct-20,4
10/10/2020,1,Hubie Halloween,Movie,7-Oct-20,3
10/10/2020,2,The Haunting of Bly Manor,TV Show,9-Oct-20,1
10/10/2020,3,Emily in Paris,TV Show,2-Oct-20,8
10/10/2020,4,American Murder: The Family…,Movie,30-Sep-20,10
10/10/2020,5,Schitt's Creek,TV Show,24-Jan-17,7
10/10/2020,6,The 100,TV Show,22-Oct-14,2
10/10/2020,7,American Pie Presents: Girl…,Movie,6-Oct-20,4
10/10/2020,8,The Great British Baking Show,TV Show,3-Oct-15,3
10/10/2020,9,Ratched,TV Show,18-Sep-20,22
10/10/2020,10,Evil,TV Show,1-Oct-20,6
10/11/2020,1,The Haunting of Bly Manor,TV Show,9-Oct-20,2
10/11/2020,2,Hubie Halloween,Movie,7-Oct-20,4
10/11/2020,3,Emily in Paris,TV Show,2-Oct-20,9
10/11/2020,4,American Murder: The Family…,Movie,30-Sep-20,11
10/11/2020,5,Schitt's Creek,TV Show,24-Jan-17,8
10/11/2020,6,American Pie Presents: Girl…,Movie,6-Oct-20,5
10/11/2020,7,The 100,TV Show,22-Oct-14,3
10/11/2020,8,Ratched,TV Show,18-Sep-20,23
10/11/2020,9,Evil,TV Show,1-Oct-20,7
10/11/2020,10,The Great British Baking Show,TV Show,3-Oct-15,4
10/12/2020,1,The Haunting of Bly Manor,TV Show,9-Oct-20,3
10/12/2020,2,Hubie Halloween,Movie,7-Oct-20,5
10/12/2020,3,Emily in Paris,TV Show,2-Oct-20,10
10/12/2020,4,American Pie Presents: Girl…,Movie,6-Oct-20,6
10/12/2020,5,American Murder: The Family…,Movie,30-Sep-20,12
10/12/2020,6,Schitt's Creek,TV Show,24-Jan-17,9
10/12/2020,7,The 100,TV Show,22-Oct-14,4
10/12/2020,8,Evil,TV Show,1-Oct-20,8
10/12/2020,9,Ratched,TV Show,18-Sep-20,24
10/12/2020,10,Cocomelon,TV Show,1-Jun-20,31
10/13/2020,1,The Haunting of Bly Manor,TV Show,9-Oct-20,4
10/13/2020,2,Hubie Halloween,Movie,7-Oct-20,6
10/13/2020,3,Emily in Paris,TV Show,2-Oct-20,11
10/13/2020,4,Schitt's Creek,TV Show,24-Jan-17,10
10/13/2020,5,The 100,TV Show,22-Oct-14,5
10/13/2020,6,American Pie Presents: Girl…,Movie,6-Oct-20,7
10/13/2020,7,American Murder: The Family…,Movie,30-Sep-20,13
10/13/2020,8,Evil,TV Show,1-Oct-20,9
10/13/2020,9,Ratched,TV Show,18-Sep-20,25
10/13/2020,10,Cocomelon,TV Show,1-Jun-20,32
10/14/2020,1,The Haunting of Bly Manor,TV Show,9-Oct-20,5
10/14/2020,2,Hubie Halloween,Movie,7-Oct-20,7
10/14/2020,3,Emily in Paris,TV Show,2-Oct-20,12
10/14/2020,4,Schitt's Creek,TV Show,24-Jan-17,11
10/14/2020,5,The 100,TV Show,22-Oct-14,6
10/14/2020,6,Evil,TV Show,1-Oct-20,10
10/14/2020,7,American Murder: The Family…,Movie,30-Sep-20,14
10/14/2020,8,Cocomelon,TV Show,1-Jun-20,33
10/14/2020,9,American Pie Presents: Girl…,Movie,6-Oct-20,8
10/14/2020,10,Ratched,TV Show,18-Sep-20,26
10/15/2020,1,The Haunting of Bly Manor,TV Show,9-Oct-20,6
10/15/2020,2,Hubie Halloween,Movie,7-Oct-20,8
10/15/2020,3,Emily in Paris,TV Show,2-Oct-20,13
10/15/2020,4,Schitt's Creek,TV Show,24-Jan-17,12
10/15/2020,5,The 100,TV Show,22-Oct-14,7
10/15/2020,6,The Cabin with Bert Kreischer,TV Show,13-Oct-20,1
10/15/2020,7,Evil,TV Show,1-Oct-20,11
10/15/2020,8,Moneyball,Movie,14-Oct-20,1
10/15/2020,9,Cocomelon,TV Show,1-Jun-20,34
10/15/2020,10,American Murder: The Family…,Movie,30-Sep-20,15
10/16/2020,1,The Haunting of Bly Manor,TV Show,9-Oct-20,7
10/16/2020,2,Hubie Halloween,Movie,7-Oct-20,9
10/16/2020,3,Emily in Paris,TV Show,2-Oct-20,14
10/16/2020,4,Moneyball,Movie,14-Oct-20,2
10/16/2020,5,Schitt's Creek,TV Show,24-Jan-17,13
10/16/2020,6,The 100,TV Show,22-Oct-14,8
10/16/2020,7,The Cabin with Bert Kreischer,TV Show,13-Oct-20,2
10/16/2020,8,Evil,TV Show,1-Oct-20,12
10/16/2020,9,One on One,TV Show,15-Oct-20,1
10/16/2020,10,Cocomelon,TV Show,1-Jun-20,35
10/17/2020,1,The Haunting of Bly Manor,TV Show,9-Oct-20,8
10/17/2020,2,Hubie Halloween,Movie,7-Oct-20,10
10/17/2020,3,Moneyball,Movie,14-Oct-20,3
10/17/2020,4,The Trial of the Chicago 7,Movie,16-Oct-20,1
10/17/2020,5,Emily in Paris,TV Show,2-Oct-20,15
10/17/2020,6,A Babysitter's Guide to Mon…,Movie,15-Oct-20,1
10/17/2020,7,The Great British Baking Show,TV Show,3-Oct-15,5
10/17/2020,8,Schitt's Creek,TV Show,24-Jan-17,14
10/17/2020,9,The Cabin with Bert Kreischer,TV Show,13-Oct-20,3
10/17/2020,10,Evil,TV Show,1-Oct-20,13
10/18/2020,1,The Haunting of Bly Manor,TV Show,9-Oct-20,9
10/18/2020,2,Hubie Halloween,Movie,7-Oct-20,11
10/18/2020,3,The Trial of the Chicago 7,Movie,16-Oct-20,2
10/18/2020,4,Moneyball,Movie,14-Oct-20,4
10/18/2020,5,Emily in Paris,TV Show,2-Oct-20,16
10/18/2020,6,A Babysitter's Guide to Mon…,Movie,15-Oct-20,2
10/18/2020,7,Schitt's Creek,TV Show,24-Jan-17,15
10/18/2020,8,Evil,TV Show,1-Oct-20,14
10/18/2020,9,Cocomelon,TV Show,1-Jun-20,36
10/18/2020,10,The Great British Baking Show,TV Show,3-Oct-15,6
10/19/2020,1,The Haunting of Bly Manor,TV Show,9-Oct-20,10
10/19/2020,2,Hubie Halloween,Movie,7-Oct-20,12
10/19/2020,3,The Trial of the Chicago 7,Movie,16-Oct-20,3
10/19/2020,4,Emily in Paris,TV Show,2-Oct-20,17
10/19/2020,5,Moneyball,Movie,14-Oct-20,5
10/19/2020,6,A Babysitter's Guide to Mon…,Movie,15-Oct-20,3
10/19/2020,7,Schitt's Creek,TV Show,24-Jan-17,16
10/19/2020,8,Evil,TV Show,1-Oct-20,15
10/19/2020,9,Dream Home Makeover,TV Show,16-Oct-20,1
10/19/2020,10,Cocomelon,TV Show,1-Jun-20,37
10/20/2020,1,The Haunting of Bly Manor,TV Show,9-Oct-20,11
10/20/2020,2,Unsolved Mysteries,TV Show,1-Jul-20,23
10/20/2020,3,Hubie Halloween,Movie,7-Oct-20,13
10/20/2020,4,Emily in Paris,TV Show,2-Oct-20,18
10/20/2020,5,The Trial of the Chicago 7,Movie,16-Oct-20,4
10/20/2020,6,Schitt's Creek,TV Show,24-Jan-17,17
10/20/2020,7,Moneyball,Movie,14-Oct-20,6
10/20/2020,8,Cocomelon,TV Show,1-Jun-20,38
10/20/2020,9,Evil,TV Show,1-Oct-20,16
10/20/2020,10,Dream Home Makeover,TV Show,16-Oct-20,2
10/21/2020,1,Unsolved Mysteries,TV Show,1-Jul-20,24
10/21/2020,2,The Haunting of Bly Manor,TV Show,9-Oct-20,12
10/21/2020,3,Emily in Paris,TV Show,2-Oct-20,19
10/21/2020,4,Hubie Halloween,Movie,7-Oct-20,14
10/21/2020,5,Schitt's Creek,TV Show,24-Jan-17,18
10/21/2020,6,Cocomelon,TV Show,1-Jun-20,39
10/21/2020,7,Evil,TV Show,1-Oct-20,17
10/21/2020,8,The Trial of the Chicago 7,Movie,16-Oct-20,5
10/21/2020,9,Tremors: Shrieker Island,Movie,20-Oct-20,1
10/21/2020,10,Grand Army,TV Show,16-Oct-20,1
10/22/2020,1,Unsolved Mysteries,TV Show,1-Jul-20,25
10/22/2020,2,The Haunting of Bly Manor,TV Show,9-Oct-20,13
10/22/2020,3,Rebecca,Movie,21-Oct-20,1
10/22/2020,4,My Next Guest Needs No Intr…,TV Show,12-Jan-18,1
10/22/2020,5,Emily in Paris,TV Show,2-Oct-20,20
10/22/2020,6,Tremors: Shrieker Island,Movie,20-Oct-20,2
10/22/2020,7,Hubie Halloween,Movie,7-Oct-20,15
10/22/2020,8,Grand Army,TV Show,16-Oct-20,2
10/22/2020,9,Schitt's Creek,TV Show,24-Jan-17,19
10/22/2020,10,Cocomelon,TV Show,1-Jun-20,40
10/23/2020,1,Unsolved Mysteries,TV Show,1-Jul-20,26
10/23/2020,2,The Haunting of Bly Manor,TV Show,9-Oct-20,14
10/23/2020,3,Rebecca,Movie,21-Oct-20,2
10/23/2020,4,My Next Guest Needs No Intr…,TV Show,12-Jan-18,2
10/23/2020,5,Grand Army,TV Show,16-Oct-20,3
10/23/2020,6,Yes  God  Yes,Movie,22-Oct-20,1
10/23/2020,7,Tremors: Shrieker Island,Movie,20-Oct-20,3
10/23/2020,8,Cocomelon,TV Show,1-Jun-20,41
10/23/2020,9,Emily in Paris,TV Show,2-Oct-20,21
10/23/2020,10,Schitt's Creek,TV Show,24-Jan-17,20
10/24/2020,1,Unsolved Mysteries,TV Show,1-Jul-20,27
10/24/2020,2,My Next Guest Needs No Intr…,TV Show,12-Jan-18,3
10/24/2020,3,Over the Moon,Movie,23-Oct-20,1
10/24/2020,4,The Haunting of Bly Manor,TV Show,9-Oct-20,15
10/24/2020,5,Rebecca,Movie,21-Oct-20,3
10/24/2020,6,Barbarians,TV Show,23-Oct-20,1
10/24/2020,7,Yes  God  Yes,Movie,22-Oct-20,2
10/24/2020,8,The Great British Baking Show,TV Show,3-Oct-15,7
10/24/2020,9,Grand Army,TV Show,16-Oct-20,4
10/24/2020,10,The Queen's Gambit,TV Show,23-Oct-20,1
10/25/2020,1,The Queen's Gambit,TV Show,23-Oct-20,2
10/25/2020,2,Unsolved Mysteries,TV Show,1-Jul-20,28
10/25/2020,3,Over the Moon,Movie,23-Oct-20,2
10/25/2020,4,My Next Guest Needs No Intr…,TV Show,12-Jan-18,4
10/25/2020,5,Barbarians,TV Show,23-Oct-20,2
10/25/2020,6,Rebecca,Movie,21-Oct-20,4
10/25/2020,7,The Haunting of Bly Manor,TV Show,9-Oct-20,16
10/25/2020,8,Grand Army,TV Show,16-Oct-20,5
10/25/2020,9,Hubie Halloween,Movie,7-Oct-20,16
10/25/2020,10,Yes  God  Yes,Movie,22-Oct-20,3
10/26/2020,1,The Queen's Gambit,TV Show,23-Oct-20,3
10/26/2020,2,Over the Moon,Movie,23-Oct-20,3
10/26/2020,3,Barbarians,TV Show,23-Oct-20,3
10/26/2020,4,Unsolved Mysteries,TV Show,1-Jul-20,29
10/26/2020,5,My Next Guest Needs No Intr…,TV Show,12-Jan-18,5
10/26/2020,6,The Haunting of Bly Manor,TV Show,9-Oct-20,17
10/26/2020,7,Rebecca,Movie,21-Oct-20,5
10/26/2020,8,Grand Army,TV Show,16-Oct-20,6
10/26/2020,9,Hubie Halloween,Movie,7-Oct-20,17
10/26/2020,10,Yes  God  Yes,Movie,22-Oct-20,4
10/27/2020,1,The Queen's Gambit,TV Show,23-Oct-20,4
10/27/2020,2,Barbarians,TV Show,23-Oct-20,4
10/27/2020,3,Over the Moon,Movie,23-Oct-20,4
10/27/2020,4,Unsolved Mysteries,TV Show,1-Jul-20,30
10/27/2020,5,The Haunting of Bly Manor,TV Show,9-Oct-20,18
10/27/2020,6,My Next Guest Needs No Intr…,TV Show,12-Jan-18,6
10/27/2020,7,Grand Army,TV Show,16-Oct-20,7
10/27/2020,8,Cocomelon,TV Show,1-Jun-20,42
10/27/2020,9,Rebecca,Movie,21-Oct-20,6
10/27/2020,10,Schitt's Creek,TV Show,24-Jan-17,21
10/28/2020,1,The Queen's Gambit,TV Show,23-Oct-20,5
10/28/2020,2,Barbarians,TV Show,23-Oct-20,5
10/28/2020,3,Over the Moon,Movie,23-Oct-20,5
10/28/2020,4,Blood of Zeus,TV Show,27-Oct-20,1
10/28/2020,5,Unsolved Mysteries,TV Show,1-Jul-20,31
10/28/2020,6,The Haunting of Bly Manor,TV Show,9-Oct-20,19
10/28/2020,7,Grand Army,TV Show,16-Oct-20,8
10/28/2020,8,My Next Guest Needs No Intr…,TV Show,12-Jan-18,7
